-46.86428,82.51116
-46.22487,82.471
-45.0785,82.35877
-44.49367,82.27846
-44.02981,82.01318
-43.99408,81.78417
-44.36225,81.72599
-45.47857,82.01632
-46.02166,82.0628
-46.56773,82.09986
-47.16864,82.43354
-46.86428,82.51116
--,--
-90.26845,81.93921
-90.56737,81.92825
-90.91299,81.89553
-91.28095,81.75689
-91.14338,81.45424
-90.6567,81.36537
-90.26987,81.35887
--,--
57.974,81.22661
58.29426,81.31741
58.34193,81.55883
57.55655,81.4856
57.45018,81.48526
57.15228,81.30369
57.52567,81.23512
57.974,81.22661
--,--
89.66824,80.83293
89.66914,80.83441
90.49053,81.10732
90.8334,81.04856
90.91251,80.95521
90.80629,80.80039
90.54805,80.68907
90.60839,80.81688
90.04802,80.762
89.66824,80.83293
--,--
63.24894,80.66667
64.35444,80.73193
64.8409,80.77401
65.03755,80.83394
65.23471,80.89404
65.36455,81.04269
65.142,81.16062
64.74243,81.26869
64.30834,81.05901
63.36722,80.938
63.14498,80.84872
63.04823,80.77054
62.94798,80.67456
63.24894,80.66667
--,--
54.5906,80.68175
55.21981,80.88464
56.18221,80.98851
56.42776,80.9523
56.68209,80.79707
56.39411,80.65465
55.83402,80.65618
55.31768,80.61315
54.5906,80.68175
--,--
59.64814,80.39147
60.19454,80.42961
60.75635,80.48828
61.20534,80.40042
61.85839,80.55714
62.21743,80.67004
61.99361,80.89667
61.36713,80.80865
60.40639,80.80006
59.78979,80.86893
59.57959,80.82465
59.45637,80.70209
59.64814,80.39147
--,--
46.36552,80.42742
47.9111,80.78214
47.81433,80.98387
46.94966,80.79778
46.60165,80.70561
45.96103,80.6947
45.63714,80.54879
45.89334,80.43972
46.21372,80.43886
46.36552,80.42742
--,--
52.51215,80.10898
53.20113,80.11788
53.49131,80.23245
53.23462,80.47494
52.87725,80.39881
52.64834,80.29084
52.51369,80.20457
52.51215,80.10898
--,--
48.64895,80.06488
48.04203,80.1417
47.65133,80.12297
47.54,80.32546
48.0844,80.51091
48.70879,80.57524
49.37934,80.83188
49.85649,80.86072
50.22193,80.83422
50.53184,80.77107
50.91387,80.81779
51.65034,80.82899
51.41236,80.62365
50.91023,80.53642
49.50414,80.44096
49.00935,80.32146
48.84398,80.13141
48.64895,80.06488
--,--
57.50831,80.45233
58.45015,80.42775
59.00248,80.34286
58.61393,80.199
58.35088,80.1705
57.72874,80.0375
57.64033,80.10427
57.50831,80.45233
--,--
56.63936,79.87208
56.92599,79.93436
57.04395,80.18127
57.02813,80.23879
56.44997,80.28737
56.29964,80.2779
56.10008,80.11524
56.06935,79.98204
56.54229,79.92581
56.63936,79.87208
--,--
-98.96618,79.67563
-98.68491,79.70026
-98.71186,79.74361
-98.75563,79.86501
-98.83969,79.94657
-99.04251,80.0397
-99.29914,80.11489
-100.06286,80.09055
-100.12102,80.01689
-99.81977,79.87863
-98.96618,79.67563
--,--
90.96363,79.88427
91.43228,80.01296
92.08288,80.13814
92.4023,80.15782
93.134,80.34184
92.79001,80.5062
92.99005,80.82077
93.40177,80.9714
94.24812,81.05327
94.95217,81.15539
95.70132,81.16682
95.95767,81.02605
96.28475,80.96641
96.89773,80.8375
97.48381,80.80864
97.57676,80.72932
96.97493,80.29941
95.81662,80.22086
94.8426,80.22892
94.5323,80.17078
93.29609,79.7802
92.84303,79.67228
92.18693,79.74277
91.17147,79.77706
90.96363,79.88427
--,--
21.83578,79.80699
21.50922,79.50977
20.84146,79.39246
20.84776,79.22789
23.62743,79.20105
24.22293,79.36399
24.65862,79.42767
25.13463,79.45713
25.86296,79.62701
26.76566,79.90321
26.99637,79.99188
26.79644,80.14836
26.12926,80.22659
25.21664,80.17962
24.90601,80.19654
24.71505,80.39266
24.37139,80.44567
23.86386,80.33655
23.3582,80.13019
